State,Segment,Propulsion,Year,BESS_retire_vector,BESS_retire_total,Country,Scenario,Source,Type,BESS_stock_vector,BESS_stock_total,Vehicle
Alberta,Car,PHEV,2028,0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2029,0|0|0|0|0|0|0|0|0|0|1|2|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2030,0|0|0|0|0|0|0|0|0|0|0|1|3|3|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2031,0|0|0|0|0|0|0|0|0|0|1|1|2|4|3|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0,15,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2032,0|0|0|0|0|0|0|0|0|0|1|1|1|3|5|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,18,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2033,0|0|0|0|0|0|0|0|1|0|1|1|3|2|4|6|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0,24,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2034,0|0|0|0|0|0|0|1|1|1|1|2|3|4|2|4|6|3|1|0|0|0|0|0|0|0|0|0|0|0|0,29,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2035,0|0|0|0|0|0|0|1|2|3|3|2|4|3|5|2|4|5|3|1|0|0|0|0|0|0|0|0|0|0|0,38,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2036,0|0|0|0|0|0|0|1|2|4|6|7|5|5|4|5|2|4|4|2|1|0|0|0|0|0|0|0|0|0|0,52,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2037,0|0|0|0|0|0|0|1|2|4|9|13|15|7|6|5|5|2|3|3|1|1|0|0|0|0|0|0|0|0|0,77,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2038,0|0|0|0|0|0|0|1|2|5|9|19|27|19|8|7|5|5|2|2|2|1|0|0|0|0|0|0|0|0|0,114,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2039,0|0|0|0|0|0|1|1|3|5|11|20|39|35|23|9|7|4|4|1|2|2|1|0|0|0|0|0|0|0|0,168,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2040,0|0|0|0|0|0|1|1|3|6|12|24|41|51|43|26|9|6|3|3|1|1|1|0|0|0|0|0|0|0|0,232,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2041,0|0|0|0|0|0|1|1|3|7|14|27|49|53|61|47|26|8|5|3|2|1|1|1|0|0|0|0|0|0|0,310,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2042,0|0|0|0|0|0|1|1|3|7|16|31|55|64|65|68|47|23|7|4|2|1|0|1|0|0|0|0|0|0|0,396,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2043,0|0|0|0|0|0|1|1|3|7|17|35|64|72|78|71|68|43|19|5|3|1|1|0|0|0|0|0|0|0|0,489,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2044,0|0|0|0|0|0|1|1|3|8|17|36|71|83|86|86|71|61|35|15|4|2|1|1|0|0|0|0|0|0|0,582,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2045,0|0|0|0|0|0|1|1|3|8|17|37|75|92|101|96|86|65|51|27|11|3|1|1|0|0|0|0|0|0|0,676,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2046,0|0|0|0|0|0|1|1|3|8|17|37|75|97|112|111|96|78|53|39|20|7|2|1|0|0|0|0|0|0|0,758,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2047,0|0|0|0|0|0|1|2|3|8|17|36|76|98|118|124|111|86|64|41|28|14|5|1|1|0|0|0|0|0|0,834,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2048,0|0|0|0|0|0|1|2|4|8|17|36|74|99|119|130|124|101|72|49|30|19|9|3|1|0|0|0|0|0|0,898,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2049,0|0|0|0|0|0|1|2|4|8|17|36|72|96|120|131|130|112|83|55|36|21|13|6|2|0|0|0|0|0|0,945,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,Car,PHEV,2050,0|0|0|0|0|0|1|2|4|8|18|36|71|94|116|133|131|118|92|64|40|25|14|9|4|1|0|0|0|0|0,981,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2020,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2021,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2025,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2026,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2027,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2029,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2030,0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2031,0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2032,0|0|0|0|1|1|2|3|1|2|2|2|2|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2033,0|0|0|0|1|1|3|5|6|3|5|5|4|2|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,40,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2034,0|0|0|0|1|2|3|6|12|15|7|10|11|6|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0,79,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2035,0|0|0|0|1|2|4|8|16|29|35|15|22|14|7|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,159,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2036,0|0|0|0|1|2|5|10|20|37|66|76|32|28|17|7|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0,307,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2037,0|0|0|0|1|2|5|12|24|48|85|145|156|41|34|19|7|2|2|1|0|0|0|0|0|0|0|0|0|0|0,584,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2038,0|0|0|0|1|2|6|13|28|56|111|186|299|204|50|37|19|7|2|1|1|0|0|0|0|0|0|0|0|0|0,1023,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2039,0|0|0|0|1|3|6|14|32|67|128|243|382|389|246|55|37|17|6|2|1|0|0|0|0|0|0|0|0|0|0,1629,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2040,0|0|0|1|1|3|7|16|35|75|153|281|499|498|471|272|55|34|14|4|1|1|0|0|0|0|0|0|0|0|0,2421,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2041,0|0|0|1|1|4|8|18|38|82|172|335|578|651|603|520|272|50|28|11|3|1|0|0|0|0|0|0|0|0|0,3376,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2042,0|0|0|1|2|4|9|20|43|90|188|376|689|753|787|666|520|246|41|22|8|2|1|0|0|0|0|0|0|0|0,4468,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2043,0|0|0|1|2|4|10|22|48|100|206|411|774|898|911|869|666|471|204|32|16|5|1|0|0|0|0|0|0|0|0,5651,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2044,0|0|0|1|2|5|10|24|52|113|229|451|843|1009|1086|1006|869|603|389|156|23|11|4|1|0|0|0|0|0|0|0,6887,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2045,0|0|0|1|2|5|11|25|56|121|256|499|924|1100|1220|1199|1006|787|498|299|113|16|7|2|1|0|0|0|0|0|0,8148,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2046,0|0|0|1|2|5|12|27|59|129|273|555|1021|1205|1330|1347|1199|911|651|382|216|78|11|5|2|0|0|0|0|0|0,9421,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2047,0|0|0|1|2|5|13|29|64|137|289|587|1132|1331|1457|1469|1347|1086|753|499|277|150|53|7|3|1|0|0|0|0|0,10692,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2048,0|0|0|1|2|6|13|30|67|146|305|619|1190|1476|1609|1610|1469|1220|898|578|361|192|101|35|5|2|1|0|0|0|0,11936,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2049,0|0|0|1|2|6|14|32|71|154|325|652|1250|1552|1785|1778|1610|1330|1009|689|418|250|129|67|23|3|1|0|0|0|0,13151,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,BEV,2050,0|0|0|1|2|6|14|33|75|164|343|693|1314|1629|1877|1972|1778|1457|1100|774|498|290|169|85|43|15|2|1|0|0|0,14335,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2020,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2021,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2025,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2026,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2027,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2029,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2030,0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2031,0|0|0|0|0|0|0|0|0|0|1|0|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2032,0|0|0|0|0|0|0|0|1|1|1|1|1|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2033,0|0|0|0|0|0|1|1|1|2|2|2|3|1|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2034,0|0|0|0|0|0|1|1|2|3|4|4|4|4|1|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0,29,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2035,0|0|0|0|0|0|1|1|3|5|6|8|9|5|5|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0,49,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2036,0|0|0|0|0|0|1|2|3|8|12|13|17|12|6|5|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0,85,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2037,0|0|0|0|0|0|1|2|4|8|17|26|27|22|14|7|5|1|2|1|0|0|0|0|0|0|0|0|0|0|0,137,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2038,0|0|0|0|0|1|1|3|5|10|19|38|53|36|27|16|7|5|1|1|1|0|0|0|0|0|0|0|0|0|0,224,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2039,0|0|0|0|0|1|1|3|6|12|23|41|78|69|43|30|16|6|4|1|1|1|0|0|0|0|0|0|0|0|0,336,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2040,0|0|0|0|0|1|1|3|7|14|27|51|85|102|83|48|30|14|5|3|1|1|0|0|0|0|0|0|0|0|0,476,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2041,0|0|0|0|0|1|2|3|8|17|33|60|106|111|123|92|48|27|12|4|2|0|0|0|0|0|0|0|0|0|0,649,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2042,0|0|0|0|0|1|2|4|8|19|38|73|123|138|134|136|92|43|22|9|3|1|0|0|0|0|0|0|0|0|0,846,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2043,0|0|0|0|0|1|2|4|9|20|43|84|149|160|167|148|136|83|36|17|6|2|1|0|0|0|0|0|0|0|0,1068,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2044,0|0|0|0|0|1|2|4|9|21|45|93|172|194|193|184|148|123|69|27|12|4|1|1|0|0|0|0|0|0|0,1303,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2045,0|0|0|0|0|1|2|4|10|21|48|98|190|225|235|213|184|134|102|53|20|9|3|1|0|0|0|0|0|0|0,1553,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2046,0|0|0|0|0|1|2|4|10|22|48|103|200|248|272|260|213|167|111|78|38|14|6|2|1|0|0|0|0|0|0,1800,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2047,0|0|0|0|0|1|2|4|10|22|49|103|211|261|300|300|260|193|138|85|57|27|9|4|1|0|0|0|0|0|0,2037,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2048,0|0|0|0|0|1|2|5|10|23|50|104|210|275|316|331|300|235|160|106|61|39|18|6|2|1|0|0|0|0|0,2255,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2049,0|0|0|0|0|1|2|5|11|24|50|106|211|273|332|349|331|272|194|123|77|43|26|12|4|2|1|0|0|0|0,2449,Canada,ACCII,LDV,Retire,NA,NA,NA
Alberta,SUV,PHEV,2050,0|0|0|0|0|1|2|5|11|24|52|107|212|275|330|367|349|300|225|149|89|53|29|17|8|3|1|0|0|0|0,2609,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2020,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2021,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2024,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2025,0|0|0|0|0|0|0|1|1|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2026,0|0|0|0|0|0|0|1|2|2|2|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2027,0|0|0|0|0|0|1|1|3|4|4|5|8|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,33,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2028,0|0|0|0|0|1|1|2|3|6|8|9|10|11|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,59,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2029,0|0|0|0|0|1|1|3|5|7|15|18|18|13|13|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,103,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2030,0|0|0|0|0|0|1|3|7|11|16|32|38|24|15|15|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0,171,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2031,0|0|0|0|0|0|1|3|8|16|25|35|66|49|28|17|15|8|0|0|0|0|0|0|0|0|0|0|0|0|0,271,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2032,0|0|0|0|0|1|1|2|8|19|37|54|72|86|60|31|17|13|7|0|0|0|0|0|0|0|0|0|0|0|0,408,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2033,0|0|0|0|0|1|1|3|5|19|44|81|112|94|104|66|31|15|11|5|0|0|0|0|0|0|0|0|0|0|0,592,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2034,0|0|0|0|0|1|2|4|7|11|44|96|167|146|114|114|66|28|13|8|4|0|0|0|0|0|0|0|0|0|0,825,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2035,0|0|0|0|0|1|2|5|9|17|25|96|198|218|176|126|114|60|24|10|6|3|0|0|0|0|0|0|0|0|0,1090,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2036,0|0|0|0|1|1|3|6|12|21|39|54|197|258|263|195|126|104|49|18|7|4|2|0|0|0|0|0|0|0|0,1360,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2037,0|0|0|0|1|1|3|7|14|29|48|84|110|257|312|291|195|114|86|38|13|5|3|1|0|0|0|0|0|0|0,1612,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2038,0|0|0|0|1|2|3|8|16|33|65|104|172|144|311|344|291|176|94|66|27|9|3|2|1|0|0|0|0|0|0,1872,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2039,0|0|0|0|1|2|4|8|18|38|75|141|212|225|174|343|344|263|146|72|48|19|6|2|1|0|0|0|0|0|0,2142,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2040,0|0|0|0|1|2|4|9|20|42|86|162|288|277|272|192|343|312|218|112|52|33|13|4|1|1|0|0|0|0|0,2444,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2041,0|0|0|0|1|2|4|10|22|46|95|186|330|376|334|300|192|311|258|167|81|36|22|8|3|1|1|0|0|0|0,2786,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2042,0|0|0|0|1|2|4|10|23|50|103|205|378|430|455|369|300|174|257|198|121|56|24|15|5|2|1|0|0|0|0,3183,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2043,0|0|0|0|1|2|4|10|24|53|111|221|416|493|520|502|369|272|144|197|143|84|38|16|10|4|1|0|0|0|0,3635,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2044,0|0|0|0|1|2|5|11|24|55|118|237|446|543|596|575|502|334|225|110|143|99|56|25|11|6|2|1|0|0|0,4127,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2045,0|0|0|0|1|2|5|11|25|56|125|253|478|581|656|658|575|455|277|172|80|99|67|37|16|7|4|1|0|0|0,4641,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2046,0|0|0|0|1|2|5|12|26|58|126|269|512|624|703|725|658|520|376|212|125|55|67|44|24|10|4|3|1|0|0,5162,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2047,0|0|0|0|1|2|5|12|27|60|131|272|546|668|754|777|725|596|430|288|153|86|37|44|29|16|7|3|2|1|0,5672,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2048,0|0|0|0|1|2|5|12|28|62|134|280|552|712|807|833|777|656|493|330|209|106|58|25|29|19|10|4|2|1|1,6148,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2049,0|0|0|0|1|2|6|13|29|63|138|286|566|720|861|892|833|703|543|378|239|145|72|38|16|18|12|6|3|1|1,6585,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,BEV,2050,0|0|0|0|1|2|6|13|30|66|140|293|575|739|870|951|892|754|581|416|273|166|97|47|25|10|12|8|4|2|2,6975,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2020,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2021,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2025,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2026,0|0|0|0|0|0|0|0|1|1|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2027,0|0|0|0|0|0|0|0|1|2|2|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2028,0|0|0|0|0|0|0|0|0|2|4|4|5|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,21,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2029,0|0|0|0|0|0|0|0|1|1|4|9|9|7|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,38,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2030,0|0|0|0|0|0|0|0|1|2|2|8|18|12|8|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0,59,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2031,0|0|0|0|0|0|0|1|1|2|5|5|17|24|14|9|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0,85,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2032,0|0|0|0|0|0|0|0|1|3|5|12|11|22|29|16|9|3|3|0|0|0|0|0|0|0|0|0|0|0|0,114,Canada,ACCII,LDV,Retire,NA,NA,NA
British Columbia,Car,PHEV,2033,0|0|0|0|0|0|0|1|1|3|6|10|24|14|26|32|16|8|3|2|0|0|0|0|0|0|0|0|0|0|0,146,Canada,ACCII,LDV,Retire,NA,NA,NA
