Sale Year,Battery kWh,Cathode Mix,Propulsion,Global Segment,Total Sales,Total Mwh
2018,85 / 90,NMC (unspecified),BEV,SUV,0,0
2019,85 / 90,NMC (unspecified),BEV,SUV,0,0
2020,85 / 90,NMC (unspecified),BEV,SUV,0,0
2021,85 / 90,NMC (unspecified),BEV,SUV,0,0
2022,85 / 90,NMC (unspecified),BEV,SUV,0,0
2023,85 / 90,NMC (unspecified),BEV,SUV,645,56.4375
2024,85 / 90,NMC (unspecified),BEV,SUV,3460,302.75
2025,85 / 90,NMC (unspecified),BEV,SUV,500,43.75
2014,78 / 70,NMC (unspecified),BEV,SUV,0,0
2015,78 / 70,NMC (unspecified),BEV,SUV,0,0
2016,78 / 70,NMC (unspecified),BEV,SUV,0,0
2017,78 / 70,NMC (unspecified),BEV,SUV,0,0
2018,78 / 70,NMC (unspecified),BEV,SUV,0,0
2019,78 / 70,NMC (unspecified),BEV,SUV,0,0
2020,78 / 70,NMC (unspecified),BEV,SUV,0,0
2021,78 / 70,NMC (unspecified),BEV,SUV,0,0
2022,78 / 70,NMC (unspecified),BEV,SUV,3780,283.5
2023,78 / 70,NMC (unspecified),BEV,SUV,5786,433.95000000000005
2024,78 / 70,NMC (unspecified),BEV,SUV,0,0
2025,78 / 70,NMC (unspecified),BEV,SUV,0,0
2014,69,NMC (unspecified),BEV,SUV,0,0
2015,69,NMC (unspecified),BEV,SUV,0,0
2016,69,NMC (unspecified),BEV,SUV,0,0
2017,69,NMC (unspecified),BEV,SUV,0,0
2018,69,NMC (unspecified),BEV,SUV,0,0
2019,69,NMC (unspecified),BEV,SUV,0,0
2020,69,NMC (unspecified),BEV,SUV,0,0
2021,69,NMC (unspecified),BEV,SUV,0,0
2022,69,NMC (unspecified),BEV,SUV,0,0
2023,69,NMC (unspecified),BEV,SUV,404,30.300000000000004
2024,69,NMC (unspecified),BEV,SUV,710,53.250000000000014
2025,69,NMC (unspecified),BEV,SUV,47,3.525
2014,82,NMC (unspecified),BEV,SUV,0,0
2015,82,NMC (unspecified),BEV,SUV,0,0
2016,82,NMC (unspecified),BEV,SUV,0,0
2017,82,NMC (unspecified),BEV,SUV,0,0
2018,82,NMC (unspecified),BEV,SUV,0,0
2019,82,NMC (unspecified),BEV,SUV,0,0
2020,82,NMC (unspecified),BEV,SUV,0,0
2021,82,NMC (unspecified),BEV,SUV,0,0
2022,82,NMC (unspecified),BEV,SUV,0,0
2023,82,NMC (unspecified),BEV,SUV,399,29.924999999999997
2024,82,NMC (unspecified),BEV,SUV,710,53.25000000000001
2025,82,NMC (unspecified),BEV,SUV,47,3.525
2014,51,LFP (unspecified),BEV,SUV,0,0
2015,51,LFP (unspecified),BEV,SUV,0,0
2016,51,LFP (unspecified),BEV,SUV,0,0
2017,51,LFP (unspecified),BEV,SUV,0,0
2018,51,LFP (unspecified),BEV,SUV,0,0
2019,51,LFP (unspecified),BEV,SUV,0,0
2020,51,LFP (unspecified),BEV,SUV,0,0
2021,51,LFP (unspecified),BEV,SUV,0,0
2022,51,LFP (unspecified),BEV,SUV,0,0
2023,51,LFP (unspecified),BEV,SUV,0,0
2024,51,LFP (unspecified),BEV,SUV,125,6.375
2025,51,LFP (unspecified),BEV,SUV,200,10.2
2014,69,NMC (unspecified),BEV,SUV,0,0
2015,69,NMC (unspecified),BEV,SUV,0,0
2016,69,NMC (unspecified),BEV,SUV,0,0
2017,69,NMC (unspecified),BEV,SUV,0,0
2018,69,NMC (unspecified),BEV,SUV,0,0
2019,69,NMC (unspecified),BEV,SUV,0,0
2020,69,NMC (unspecified),BEV,SUV,0,0
2021,69,NMC (unspecified),BEV,SUV,0,0
2022,69,NMC (unspecified),BEV,SUV,0,0
2023,69,NMC (unspecified),BEV,SUV,0,0
2024,69,NMC (unspecified),BEV,SUV,115,7.935
2025,69,NMC (unspecified),BEV,SUV,188,12.972
2014,78 / 70,NMC (unspecified),BEV,SUV,0,0
2015,78 / 70,NMC (unspecified),BEV,SUV,0,0
2016,78 / 70,NMC (unspecified),BEV,SUV,0,0
2017,78 / 70,NMC (unspecified),BEV,SUV,0,0
2018,78 / 70,NMC (unspecified),BEV,SUV,0,0
2019,78 / 70,NMC (unspecified),BEV,SUV,0,0
2020,78 / 70,NMC (unspecified),BEV,SUV,95,7.41
2021,78 / 70,NMC (unspecified),BEV,SUV,6392,498.57599999999996
2022,78 / 70,NMC (unspecified),BEV,SUV,3370,252.75000000000003
2023,78 / 70,NMC (unspecified),BEV,SUV,5148,386.09999999999997
2024,78 / 70,NMC (unspecified),BEV,SUV,0,0
2025,78 / 70,NMC (unspecified),BEV,SUV,0,0
2014,69,NMC (unspecified),BEV,SUV,0,0
2015,69,NMC (unspecified),BEV,SUV,0,0
2016,69,NMC (unspecified),BEV,SUV,0,0
2017,69,NMC (unspecified),BEV,SUV,0,0
2018,69,NMC (unspecified),BEV,SUV,0,0
2019,69,NMC (unspecified),BEV,SUV,0,0
2020,69,NMC (unspecified),BEV,SUV,0,0
2021,69,NMC (unspecified),BEV,SUV,0,0
2022,69,NMC (unspecified),BEV,SUV,0,0
2023,69,NMC (unspecified),BEV,SUV,1080,74.52
2024,69,NMC (unspecified),BEV,SUV,2497,172.293
2025,69,NMC (unspecified),BEV,SUV,120,8.28
2014,82,NMC (unspecified),BEV,SUV,0,0
2015,82,NMC (unspecified),BEV,SUV,0,0
2016,82,NMC (unspecified),BEV,SUV,0,0
2017,82,NMC (unspecified),BEV,SUV,0,0
2018,82,NMC (unspecified),BEV,SUV,0,0
2019,82,NMC (unspecified),BEV,SUV,0,0
2020,82,NMC (unspecified),BEV,SUV,0,0
2021,82,NMC (unspecified),BEV,SUV,0,0
2022,82,NMC (unspecified),BEV,SUV,0,0
2023,82,NMC (unspecified),BEV,SUV,956,78.392
2024,82,NMC (unspecified),BEV,SUV,2271,186.222
2025,82,NMC (unspecified),BEV,SUV,120,9.84
2014,104 / 111,NMC (unspecified),BEV,SUV,0,0
2015,104 / 111,NMC (unspecified),BEV,SUV,0,0
2016,104 / 111,NMC (unspecified),BEV,SUV,0,0
2017,104 / 111,NMC (unspecified),BEV,SUV,0,0
2018,104 / 111,NMC (unspecified),BEV,SUV,0,0
2019,104 / 111,NMC (unspecified),BEV,SUV,0,0
2020,104 / 111,NMC (unspecified),BEV,SUV,0,0
2021,104 / 111,NMC (unspecified),BEV,SUV,0,0
2022,104 / 111,NMC (unspecified),BEV,SUV,0,0
2023,104 / 111,NMC (unspecified),BEV,SUV,0,0
2024,104 / 111,NMC (unspecified),BEV,SUV,831,92.24099999999999
2025,104 / 111,NMC (unspecified),BEV,SUV,417,46.287
2014,"11,6 / 18,8",NMC (unspecified),PHEV,Car,0,0
2015,"11,6 / 18,8",NMC (unspecified),PHEV,Car,0,0
2016,"11,6 / 18,8",NMC (unspecified),PHEV,Car,0,0
2017,"11,6 / 18,8",NMC (unspecified),PHEV,Car,0,0
2018,"11,6 / 18,8",NMC (unspecified),PHEV,Car,0,0
2019,"11,6 / 18,8",NMC (unspecified),PHEV,Car,481,5.5796
2020,"11,6 / 18,8",NMC (unspecified),PHEV,Car,401,4.6516
2021,"11,6 / 18,8",NMC (unspecified),PHEV,Car,3424,39.7184
2022,"11,6 / 18,8",NMC (unspecified),PHEV,Car,2537,47.695600000000006
2023,"11,6 / 18,8",NMC (unspecified),PHEV,Car,2938,55.2344
2024,"11,6 / 18,8",NMC (unspecified),PHEV,Car,5283,99.32040000000002
2025,"11,6 / 18,8",NMC (unspecified),PHEV,Car,80,1.504
2014,"9,2 / 18,8",NMC (unspecified),PHEV,Car,0,0
2015,"9,2 / 18,8",NMC (unspecified),PHEV,Car,0,0
2016,"9,2 / 18,8",NMC (unspecified),PHEV,Car,0,0
2017,"9,2 / 18,8",NMC (unspecified),PHEV,Car,117,1.0764
2018,"9,2 / 18,8",NMC (unspecified),PHEV,Car,371,3.4132000000000002
2019,"9,2 / 18,8",NMC (unspecified),PHEV,Car,263,2.4196
2020,"9,2 / 18,8",NMC (unspecified),PHEV,Car,101,0.9292
2021,"9,2 / 18,8",NMC (unspecified),PHEV,Car,93,0.8555999999999999
2022,"9,2 / 18,8",NMC (unspecified),PHEV,Car,70,1.316
2023,"9,2 / 18,8",NMC (unspecified),PHEV,Car,57,1.0715999999999999
2024,"9,2 / 18,8",NMC (unspecified),PHEV,Car,120,2.2560000000000002
2025,"9,2 / 18,8",NMC (unspecified),PHEV,Car,10,0.188
2014,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,0,0
2015,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,0,0
2016,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,0,0
2017,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,531,5.522399999999999
2018,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,2150,22.36
2019,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,1739,18.0856
2020,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,2130,24.708
2021,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,9059,105.08439999999999
2022,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,7944,149.3472
2023,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,7882,148.1816
2024,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,12916,242.82080000000005
2025,"10,4 / 11,6 / 18,8",NMC 622,PHEV,SUV,870,16.356
2014,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,0,0
2015,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,86,0.7911999999999999
2016,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,2015,18.538
2017,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,2196,20.2032
2018,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,1297,11.9324
2019,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,1154,10.6168
2020,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,3470,40.251999999999995
2021,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,9440,109.50399999999999
2022,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,10049,188.9212
2023,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,11096,208.6048
2024,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,17254,324.3752
2025,"9,2 / 11,6 / 18,8",NMC 622,PHEV,SUV,700,13.16
2014,24.2,NMC (unspecified),BEV,Car,357,8.6394
2015,24.2,NMC (unspecified),BEV,Car,4232,102.41439999999997
2016,24.2,NMC (unspecified),BEV,Car,3937,95.2754
2017,24.2,NMC (unspecified),BEV,Car,2904,70.27680000000001
2018,24.2,NMC (unspecified),BEV,Car,50,1.21
2019,24.2,NMC (unspecified),BEV,Car,0,0
2020,24.2,NMC (unspecified),BEV,Car,0,0
2021,24.2,NMC (unspecified),BEV,Car,0,0
2022,24.2,NMC (unspecified),BEV,Car,0,0
2023,24.2,NMC (unspecified),BEV,Car,0,0
2024,24.2,NMC (unspecified),BEV,Car,0,0
2025,24.2,NMC (unspecified),BEV,Car,0,0
2014,35.8,NMC 111,BEV,Car,0,0
2015,35.8,NMC 111,BEV,Car,0,0
2016,35.8,NMC 111,BEV,Car,0,0
2017,35.8,NMC 111,BEV,Car,630,22.554000000000002
2018,35.8,NMC 111,BEV,Car,1304,46.6832
2019,35.8,NMC 111,BEV,Car,4863,174.0954
2020,35.8,NMC 111,BEV,Car,767,27.4586
2021,35.8,NMC 111,BEV,Car,33,1.1814
2022,35.8,NMC 111,BEV,Car,0,0
2023,35.8,NMC 111,BEV,Car,0,0
2024,35.8,NMC 111,BEV,Car,0,0
2025,35.8,NMC 111,BEV,Car,0,0
2014,55 / 82,NMC 721,BEV,SUV,0,0
2015,55 / 82,NMC 721,BEV,SUV,0,0
2016,55 / 82,NMC 721,BEV,SUV,0,0
2017,55 / 82,NMC 721,BEV,SUV,0,0
2018,55 / 82,NMC 721,BEV,SUV,0,0
2019,55 / 82,NMC 721,BEV,SUV,0,0
2020,55 / 82,NMC 721,BEV,SUV,0,0
2021,55 / 82,NMC 721,BEV,SUV,16742,1372.8439999999998
2022,55 / 82,NMC 721,BEV,SUV,11072,907.9040000000001
2023,55 / 82,NMC 721,BEV,SUV,0,0
2024,55 / 82,NMC 721,BEV,SUV,0,0
2025,55 / 82,NMC 721,BEV,SUV,0,0
2014,62 / 82,NMC (unspecified),BEV,SUV,0,0
2015,62 / 82,NMC (unspecified),BEV,SUV,0,0
2016,62 / 82,NMC (unspecified),BEV,SUV,0,0
2017,62 / 82,NMC (unspecified),BEV,SUV,0,0
2018,62 / 82,NMC (unspecified),BEV,SUV,0,0
2019,62 / 82,NMC (unspecified),BEV,SUV,0,0
2020,62 / 82,NMC (unspecified),BEV,SUV,0,0
2021,62 / 82,NMC (unspecified),BEV,SUV,0,0
2022,62 / 82,NMC (unspecified),BEV,SUV,9439,707.925
2023,62 / 82,NMC (unspecified),BEV,SUV,37789,2834.175
2024,62 / 82,NMC (unspecified),BEV,SUV,17044,1278.3
2025,62 / 82,NMC (unspecified),BEV,SUV,4879,365.925
2014,82,NMC (unspecified),BEV,SUV,0,0
2015,82,NMC (unspecified),BEV,SUV,0,0
2016,82,NMC (unspecified),BEV,SUV,0,0
2017,82,NMC (unspecified),BEV,SUV,0,0
2018,82,NMC (unspecified),BEV,SUV,0,0
2019,82,NMC (unspecified),BEV,SUV,0,0
2020,82,NMC (unspecified),BEV,SUV,0,0
2021,82,NMC (unspecified),BEV,SUV,0,0
2022,82,NMC (unspecified),BEV,SUV,0,0
2023,82,NMC (unspecified),BEV,SUV,0,0
2024,82,NMC (unspecified),BEV,SUV,1162,95.28399999999999
2025,82,NMC (unspecified),BEV,SUV,484,39.688
